trial,lambda_d,lambda_0,lambda_1,p_1,rho,alpha,mrel,actual,lb,ub
erspc,0.005783171784637941,0.013707914825123775,0.4606998633484291,0.07857672349888807,0.4435377727706269,0.4816934349444797,0.21364923329350738,0.21,0.09,0.32
