trial,lambda_d,lambda_0,lambda_1,p_1,rho,alpha,mrel,actual,lb,ub
nlst,0.00572,0.08786413290714616,0.3796054094809235,0.6092572658772875,0.47859329878622686,0.2094332658307756,0.10023335756952366,0.2,0.07,0.27
