trial,lambda_d,lambda_0,lambda_1,p_1,rho,alpha,mrel,actual,lb,ub
ukctocs,6.35809312989971e-4,0.010448978384675784,0.19843835293900525,0.7886340977068793,0.8446550727797156,0.08513264426014522,0.0719077198334826,0.04,-0.1,0.17
